Room Type,Guests,Price,Rating,Check-in Date,Report Date,HWV Property,Competitor
Deluxe King Room,2,163,8.6,2025-01-03,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,163,8.6,2025-01-03,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,139,8.6,2025-01-03,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,163,8.6,2025-01-03,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,185,8.6,2025-01-04,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,159,8.6,2025-01-04,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,185,8.6,2025-01-04,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,159,8.6,2025-01-04,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,159,8.6,2025-01-04,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,185,8.6,2025-01-04,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,119,8.6,2025-01-05,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,99,8.6,2025-01-05,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,99,8.6,2025-01-05,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,119,8.6,2025-01-05,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,99,8.6,2025-01-05,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,99,8.6,2025-01-05,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,119,8.6,2025-01-05,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,119,8.6,2025-01-05,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,119,8.6,2025-01-06,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,99,8.6,2025-01-06,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,99,8.6,2025-01-06,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,119,8.6,2025-01-06,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,99,8.6,2025-01-06,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,99,8.6,2025-01-06,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,119,8.6,2025-01-06,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,119,8.6,2025-01-06,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,119,8.6,2025-01-07,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,99,8.6,2025-01-07,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,99,8.6,2025-01-07,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,119,8.6,2025-01-07,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,99,8.6,2025-01-07,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,99,8.6,2025-01-07,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,119,8.6,2025-01-07,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,119,8.6,2025-01-07,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,119,8.6,2025-01-08,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,99,8.6,2025-01-08,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,99,8.6,2025-01-08,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,119,8.6,2025-01-08,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,99,8.6,2025-01-08,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,99,8.6,2025-01-08,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,119,8.6,2025-01-08,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,119,8.6,2025-01-08,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,119,8.6,2025-01-09,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,99,8.6,2025-01-09,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,99,8.6,2025-01-09,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,119,8.6,2025-01-09,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,99,8.6,2025-01-09,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,99,8.6,2025-01-09,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,119,8.6,2025-01-09,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,119,8.6,2025-01-09,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,163,8.6,2025-01-10,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,139,8.6,2025-01-10,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,163,8.6,2025-01-10,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,139,8.6,2025-01-10,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,139,8.6,2025-01-10,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,163,8.6,2025-01-10,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,163,8.6,2025-01-10,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,174,8.6,2025-01-11,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,149,8.6,2025-01-11,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,174,8.6,2025-01-11,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,149,8.6,2025-01-11,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,149,8.6,2025-01-11,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,174,8.6,2025-01-11,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,174,8.6,2025-01-11,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,119,8.6,2025-01-12,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,99,8.6,2025-01-12,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,99,8.6,2025-01-12,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,119,8.6,2025-01-12,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,99,8.6,2025-01-12,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,99,8.6,2025-01-12,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,119,8.6,2025-01-12,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,119,8.6,2025-01-12,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,119,8.6,2025-01-13,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,99,8.6,2025-01-13,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,99,8.6,2025-01-13,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,119,8.6,2025-01-13,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,99,8.6,2025-01-13,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,99,8.6,2025-01-13,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,119,8.6,2025-01-13,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,119,8.6,2025-01-13,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,119,8.6,2025-01-14,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,99,8.6,2025-01-14,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,99,8.6,2025-01-14,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,119,8.6,2025-01-14,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,99,8.6,2025-01-14,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,99,8.6,2025-01-14,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,119,8.6,2025-01-14,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,119,8.6,2025-01-14,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,119,8.6,2025-01-15,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,99,8.6,2025-01-15,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,99,8.6,2025-01-15,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,119,8.6,2025-01-15,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,99,8.6,2025-01-15,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,99,8.6,2025-01-15,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,119,8.6,2025-01-15,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,119,8.6,2025-01-15,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,119,8.6,2025-01-16,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,99,8.6,2025-01-16,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,99,8.6,2025-01-16,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,119,8.6,2025-01-16,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,99,8.6,2025-01-16,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,99,8.6,2025-01-16,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,119,8.6,2025-01-16,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,119,8.6,2025-01-16,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,174,8.6,2025-01-17,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,149,8.6,2025-01-17,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,174,8.6,2025-01-17,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,149,8.6,2025-01-17,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,149,8.6,2025-01-17,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,174,8.6,2025-01-17,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,174,8.6,2025-01-17,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,196,8.6,2025-01-18,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,179,8.6,2025-01-18,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,196,8.6,2025-01-18,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,179,8.6,2025-01-18,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,179,8.6,2025-01-18,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,196,8.6,2025-01-18,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,196,8.6,2025-01-18,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,185,8.6,2025-01-19,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,149,8.6,2025-01-19,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,149,8.6,2025-01-19,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,185,8.6,2025-01-19,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,149,8.6,2025-01-19,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,149,8.6,2025-01-19,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,185,8.6,2025-01-19,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,185,8.6,2025-01-19,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,126,8.6,2025-01-20,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,101,8.6,2025-01-20,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,101,8.6,2025-01-20,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,126,8.6,2025-01-20,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,101,8.6,2025-01-20,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,101,8.6,2025-01-20,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,126,8.6,2025-01-20,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,126,8.6,2025-01-20,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,126,8.6,2025-01-21,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,101,8.6,2025-01-21,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,101,8.6,2025-01-21,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,126,8.6,2025-01-21,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,101,8.6,2025-01-21,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,101,8.6,2025-01-21,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,126,8.6,2025-01-21,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,126,8.6,2025-01-21,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,126,8.6,2025-01-22,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,101,8.6,2025-01-22,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,101,8.6,2025-01-22,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,126,8.6,2025-01-22,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,101,8.6,2025-01-22,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,101,8.6,2025-01-22,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,126,8.6,2025-01-22,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,126,8.6,2025-01-22,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,126,8.6,2025-01-23,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,101,8.6,2025-01-23,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,126,8.6,2025-01-23,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,101,8.6,2025-01-23,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,101,8.6,2025-01-23,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,101,8.6,2025-01-23,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,126,8.6,2025-01-23,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,126,8.6,2025-01-23,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,174,8.6,2025-01-24,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,139,8.6,2025-01-24,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,139,8.6,2025-01-24,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,174,8.6,2025-01-24,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,139,8.6,2025-01-24,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,139,8.6,2025-01-24,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,174,8.6,2025-01-24,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,174,8.6,2025-01-24,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,174,8.6,2025-01-25,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,139,8.6,2025-01-25,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,139,8.6,2025-01-25,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,174,8.6,2025-01-25,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,139,8.6,2025-01-25,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,139,8.6,2025-01-25,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,174,8.6,2025-01-25,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,174,8.6,2025-01-25,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,126,8.6,2025-01-26,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,101,8.6,2025-01-26,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,101,8.6,2025-01-26,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,126,8.6,2025-01-26,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,101,8.6,2025-01-26,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,101,8.6,2025-01-26,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,126,8.6,2025-01-26,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,126,8.6,2025-01-26,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,126,8.6,2025-01-27,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,101,8.6,2025-01-27,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,101,8.6,2025-01-27,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,126,8.6,2025-01-27,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,101,8.6,2025-01-27,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,101,8.6,2025-01-27,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,126,8.6,2025-01-27,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,126,8.6,2025-01-27,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,126,8.6,2025-01-28,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,101,8.6,2025-01-28,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,126,8.6,2025-01-28,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,101,8.6,2025-01-28,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,101,8.6,2025-01-28,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,101,8.6,2025-01-28,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,126,8.6,2025-01-28,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,126,8.6,2025-01-28,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,126,8.6,2025-01-29,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,101,8.6,2025-01-29,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,126,8.6,2025-01-29,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,101,8.6,2025-01-29,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,101,8.6,2025-01-29,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,101,8.6,2025-01-29,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,126,8.6,2025-01-29,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,126,8.6,2025-01-29,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,126,8.6,2025-01-30,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,101,8.6,2025-01-30,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,101,8.6,2025-01-30,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,126,8.6,2025-01-30,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,101,8.6,2025-01-30,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,101,8.6,2025-01-30,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,126,8.6,2025-01-30,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,126,8.6,2025-01-30,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,174,8.6,2025-01-31,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,139,8.6,2025-01-31,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,174,8.6,2025-01-31,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,139,8.6,2025-01-31,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,139,8.6,2025-01-31,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,174,8.6,2025-01-31,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,174,8.6,2025-01-31,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room,2,196,8.6,2025-02-01,01-02-2025,HH,Pea Soup Andersens
Standard King Room Upstairs,2,169,8.6,2025-02-01,01-02-2025,HH,Pea Soup Andersens
Deluxe King Room Upstairs,2,196,8.6,2025-02-01,01-02-2025,HH,Pea Soup Andersens
Standard King Room,2,169,8.6,2025-02-01,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds Upstairs,4,169,8.6,2025-02-01,01-02-2025,HH,Pea Soup Andersens
Standard Queen Room with Two Queen Beds,4,169,8.6,2025-02-01,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds Upstairs,4,196,8.6,2025-02-01,01-02-2025,HH,Pea Soup Andersens
Deluxe Queen Room with Two Queen Beds,4,196,8.6,2025-02-01,01-02-2025,HH,Pea Soup Andersens
Double Room - Disability Access,2,120,7.3,2025-01-03,01-02-2025,HH,Motel 6
Queen Room,2,120,7.3,2025-01-03,01-02-2025,HH,Motel 6
Double Room - Disability Access - Roll In Shower,2,120,7.3,2025-01-03,01-02-2025,HH,Motel 6
Quadruple Room,2,125,7.3,2025-01-03,01-02-2025,HH,Motel 6
Quadruple Room,3,130,7.3,2025-01-03,01-02-2025,HH,Motel 6
Quadruple Room,4,135,7.3,2025-01-03,01-02-2025,HH,Motel 6
Double Room - Disability Access,2,150,7.3,2025-01-04,01-02-2025,HH,Motel 6
Queen Room,2,150,7.3,2025-01-04,01-02-2025,HH,Motel 6
Double Room - Disability Access - Roll In Shower,2,150,7.3,2025-01-04,01-02-2025,HH,Motel 6
Quadruple Room,2,155,7.3,2025-01-04,01-02-2025,HH,Motel 6
Quadruple Room,3,160,7.3,2025-01-04,01-02-2025,HH,Motel 6
Quadruple Room,4,165,7.3,2025-01-04,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,2,158,7.3,2025-01-04,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,3,163,7.3,2025-01-04,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,4,168,7.3,2025-01-04,01-02-2025,HH,Motel 6
Queen Suite - Non-Smoking,2,170,7.3,2025-01-04,01-02-2025,HH,Motel 6
Double Room - Disability Access,2,65,7.3,2025-01-05,01-02-2025,HH,Motel 6
Quadruple Room,2,70,7.3,2025-01-05,01-02-2025,HH,Motel 6
Quadruple Room,3,75,7.3,2025-01-05,01-02-2025,HH,Motel 6
Quadruple Room,4,80,7.3,2025-01-05,01-02-2025,HH,Motel 6
Queen Room,2,65,7.3,2025-01-05,01-02-2025,HH,Motel 6
Double Room - Disability Access - Roll In Shower,2,65,7.3,2025-01-05,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,2,73,7.3,2025-01-05,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,3,78,7.3,2025-01-05,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,4,83,7.3,2025-01-05,01-02-2025,HH,Motel 6
Queen Suite - Non-Smoking,2,85,7.3,2025-01-05,01-02-2025,HH,Motel 6
Double Room - Disability Access,2,65,7.3,2025-01-06,01-02-2025,HH,Motel 6
Queen Room,2,65,7.3,2025-01-06,01-02-2025,HH,Motel 6
Double Room - Disability Access - Roll In Shower,2,65,7.3,2025-01-06,01-02-2025,HH,Motel 6
Quadruple Room,2,70,7.3,2025-01-06,01-02-2025,HH,Motel 6
Quadruple Room,3,75,7.3,2025-01-06,01-02-2025,HH,Motel 6
Quadruple Room,4,80,7.3,2025-01-06,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,2,73,7.3,2025-01-06,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,3,78,7.3,2025-01-06,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,4,83,7.3,2025-01-06,01-02-2025,HH,Motel 6
Queen Suite - Non-Smoking,2,85,7.3,2025-01-06,01-02-2025,HH,Motel 6
Double Room - Disability Access,2,65,7.3,2025-01-07,01-02-2025,HH,Motel 6
Queen Room,2,65,7.3,2025-01-07,01-02-2025,HH,Motel 6
Quadruple Room,2,70,7.3,2025-01-07,01-02-2025,HH,Motel 6
Quadruple Room,3,75,7.3,2025-01-07,01-02-2025,HH,Motel 6
Quadruple Room,4,80,7.3,2025-01-07,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,2,73,7.3,2025-01-07,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,3,78,7.3,2025-01-07,01-02-2025,HH,Motel 6
Deluxe Quadruple Room,4,83,7.3,2025-01-07,01-02-2025,HH,Motel 6
Double Room - Disability Access,2,65,7.3,2025-01-08,01-02-2025,HH,Motel 6
Queen Room,2,65,7.3,2025-01-08,01-02-2025,HH,Motel 6
Double Room - Disability Access - Roll In Shower,2,65,7.3,2025-01-08,01-02-2025,HH,Motel 6
